Case Label,Case ID,Transcript,Position,Input Token,Model True Prediction (Top K + Prob Sum),Layer,Baseline (logit-lens),Pure ASR,Mixed 50/50,Pure QA
QA held-out example,VAL_QA_000, ,52,<|AUDIO|>," | <|im_end|> | , | . | 空间 (sum: 0.44)",10,查看更多 | dot | 强大 | 花瓣 | 家都知道 (sum: 0.13),himself | <|0.00|> | 但他 | 在他 | 他自己 (sum: 0.85),<|0.00|> | himself | 潮流 | 担保 | 但他 (sum: 0.43),潮流 | <|0.00|> | 担保 | 作弊 | ality (sum: 0.11)
QA held-out example,VAL_QA_000, ,52,<|AUDIO|>," | <|im_end|> | , | . | 空间 (sum: 0.44)",12,强大 | 查看更多 | elig | 座谈会上 | 喻 (sum: 0.09),<|0.00|> | himself | 但他 | 他说 | 在他 (sum: 0.89),<|0.00|> | himself | 担保 | 稳固 | 但他 (sum: 0.65),<|0.00|> | 稳固 | 担保 | span | 作弊 (sum: 0.18)
QA held-out example,VAL_QA_000, ,52,<|AUDIO|>," | <|im_end|> | , | . | 空间 (sum: 0.44)",14,保管 | 座谈会上 | 的日子里 | vault | rex (sum: 0.17),<|0.00|> | 但他 | 在他 | himself | 他说 (sum: 1.00),<|0.00|> | 风 | himself | 在他 | 作弊 (sum: 0.75),稳固 | 作弊 | 担保 | span | 风 (sum: 0.10)
QA held-out example,VAL_QA_000, ,52,<|AUDIO|>," | <|im_end|> | , | . | 空间 (sum: 0.44)",16,保管 | 座谈会上 | 助 | 端 | 兵力 (sum: 0.14),<|0.00|> | 但他 | 风 | himself | unch (sum: 0.96),<|0.00|> | 风 | span | 作弊 | 稳固 (sum: 0.67),<|0.00|> | 稳固 | span | 作弊 | term (sum: 0.11)
QA held-out example,VAL_QA_000, ,52,<|AUDIO|>," | <|im_end|> | , | . | 空间 (sum: 0.44)",18,als | 的日子里 | 座谈会上 | 事儿 | 圆形 (sum: 0.66),<|0.00|> | 鼓 | 俄罗斯 | 作弊 | 穴 (sum: 0.12),als | 作弊 | 俄罗斯 | span | hole (sum: 0.13),als | ence | 龙 | 作弊 | span (sum: 0.13)
QA held-out example,VAL_QA_000, ,52,<|AUDIO|>," | <|im_end|> | , | . | 空间 (sum: 0.44)",20,als | 母 | 畅 | 别 | 圆形 (sum: 0.83),<|0.00|> | als | hole | ally | 笑话 (sum: 0.20),als | ally | hole | 担保 | 笑话 (sum: 0.28),als | ence | ally | 担保 | hole (sum: 0.19)
QA held-out example,VAL_QA_000, ,52,<|AUDIO|>," | <|im_end|> | , | . | 空间 (sum: 0.44)",22,als | 母 | Ha | 一方面 | ry (sum: 0.34),ally | 笑话 | 昵 | so | 贪 (sum: 0.30),ally | 强制 | als | 笑话 | 担保 (sum: 0.31),ally | 强制 | als | 稳固 | ence (sum: 0.17)
QA held-out example,VAL_QA_000, ,52,<|AUDIO|>," | <|im_end|> | , | . | 空间 (sum: 0.44)",24,母 | 一方面 | 理 | Ha | als (sum: 0.19),笑话 | 吹 | ally | ially | 去找 (sum: 0.17),ally | ially | 笑话 | ija | 处 (sum: 0.15),ally | ially | ija | 处 | 龙 (sum: 0.11)
QA held-out example,VAL_QA_000, ,52,<|AUDIO|>," | <|im_end|> | , | . | 空间 (sum: 0.44)",26,el | 一方面 | ization | 理 |  (sum: 0.14),ially | 吹 |  | 财富 | tone (sum: 0.11),ially | 财富 | ial | 只会 | 事项 (sum: 0.12),ially | 只会 | ial | 财富 | 事项 (sum: 0.08)
QA held-out example,VAL_QA_000, ,52,<|AUDIO|>," | <|im_end|> | , | . | 空间 (sum: 0.44)",28, | 理 |  | el | 助力 (sum: 0.56), | ially |  | pig |  (sum: 0.26),ially |  | 风险管理 | istically | <|im_end|> (sum: 0.10),<|im_end|> | 风险管理 | ially | 中国文化 | istically (sum: 0.09)
QA held-out example,VAL_QA_000, ,52,<|AUDIO|>," | <|im_end|> | , | . | 空间 (sum: 0.44)",30," |  | 理 |  | , (sum: 0.35)","<|im_end|> | , |  |  | pig (sum: 0.45)","<|im_end|> | 理 | , |  | ially (sum: 0.55)",<|im_end|> | 理 | ially | 释 | :/// (sum: 0.64)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,O | ck | nd | file | ne (sum: 0.29),0,ias | 而言 | 部分 | term | orry (sum: 0.13),就在 | 这就是 | 另一位 | 生素 | 接触到 (sum: 0.11),掌声 | 盗 | 侵略 | 国会 | ++); (sum: 0.09),ality | 恰当 | .clearRect | 用户 | ++); (sum: 0.04)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,O | ck | nd | file | ne (sum: 0.29),2,ias | 部分 | 而言 | term | anning (sum: 0.13),盗 | 就知道 | 走近 | 接触到 | 铃 (sum: 0.07),盗 | .clearRect | 事儿 | 呛 | 违法违规 (sum: 0.12),.clearRect | 违法违规 | lijke | kijken | 恰当 (sum: 0.05)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,O | ck | nd | file | ne (sum: 0.29),4,ias | anning | 部分 | 也知道 | 如何 (sum: 0.11),事儿 | 呛 | 发音 | 刚好 | 排 (sum: 0.10),事儿 | 盗 | 呛 | .clearRect | ++); (sum: 0.11),.clearRect | lijke | 违法违规 | 风控 | イス (sum: 0.05)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,O | ck | nd | file | ne (sum: 0.29),6,term | 部分 | anning | 如何 | ias (sum: 0.08),寡 | 事儿 | 呛 | 清华 | 发音 (sum: 0.08),.clearRect | 事儿 | 呛 | 寡 | ++); (sum: 0.09),.clearRect | 风控 | lijke | 违法违规 | 大切 (sum: 0.06)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,O | ck | nd | file | ne (sum: 0.29),8,型 | ias | 引 | lo | ans (sum: 0.07),没错 | 呛 | 笑脸 | 也知道 | 不对 (sum: 0.08),寡 | wise | ality | ming | 盗 (sum: 0.11),寡 | wise | 违法违规 | woord | ality (sum: 0.13)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,O | ck | nd | file | ne (sum: 0.29),10,做不到 | ias | any | lo | anning (sum: 0.09),流失 | 他又 | 他知道 | 现存 | 没错 (sum: 0.10),ality | 寡 | 流失 | 机 | ting (sum: 0.08),ality | 寡 | iate | 放松 | wise (sum: 0.08)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,O | ck | nd | file | ne (sum: 0.29),12,ges | ias | 谅解 | 一门 | any (sum: 0.09),迁移 | 的事 | 机 | Gold | 事儿 (sum: 0.06),ality | 面上 | 机 | 迁移 | 辅 (sum: 0.07),ality | 面上 | ivo | 就好 | 子 (sum: 0.08)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,O | ck | nd | file | ne (sum: 0.29),14,end | 那边 | pherd | 此人 | 出手 (sum: 0.11),end | 售后 | 他又 | 流失 | 的事 (sum: 0.07),ivo | end | 流失 | ting | berg (sum: 0.09),ivo | 便是 | 面上 | 屡 | 家具 (sum: 0.11)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,O | ck | nd | file | ne (sum: 0.29),16,型 | ias | 入侵 | emb | 显著 (sum: 0.18),声响 | 录音 | 几次 | 重复 | berg (sum: 0.13),几次 | 小麦 | 嗓子 | ivo | iate (sum: 0.12),ivo | 几次 | ias | 小麦 | iate (sum: 0.10)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,O | ck | nd | file | ne (sum: 0.29),18,济 | ias | let | 入侵 | 判 (sum: 0.20),周期 | berg | iate | 的声音 | 媒 (sum: 0.07),周期 | 果 | 判 | iate | 后续 (sum: 0.14),判 | 周期 | 果 | � | 果断 (sum: 0.17)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,O | ck | nd | file | ne (sum: 0.29),20,ias | let | 判 | 后者 | end (sum: 0.21),独 | 后者 | 后再 | 媒 | iate (sum: 0.35),独 | 判 | 果 | 后者 | iate (sum: 0.29),判 | 显然 | 事 | 果 | 徒 (sum: 0.24)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,O | ck | nd | file | ne (sum: 0.29),22,猪 | 其 | let | earth | 后者 (sum: 0.24),pig | Pig | 猪 | pigs | pig (sum: 0.96),pig | Pig | 猪 | pig | pigs (sum: 0.85),pig | Pig | 猪 | 最终 | ford (sum: 0.34)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,O | ck | nd | file | ne (sum: 0.29),24,猪 | pig | Pig | let | pig (sum: 0.87),pig | Pig | 猪 | pig | pigs (sum: 1.00),pig | Pig | 猪 | pig | pigs (sum: 1.00),pig | Pig | pig | 猪 | 最终 (sum: 0.95)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,O | ck | nd | file | ne (sum: 0.29),26,猪 | P | pig | Pig | let (sum: 0.47),pig | Pig | 猪 | pig | pigs (sum: 1.00),pig | Pig | 猪 | pig | pigs (sum: 1.00),pig | Pig | pig | 猪 | pigs (sum: 0.96)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,O | ck | nd | file | ne (sum: 0.29),28,O | P | o | let | 独 (sum: 0.45),pig | p | end | P | sounds (sum: 0.25),pig | Pig | end | 独 | ng (sum: 0.14),ng | Pig | 果断 | pig | sters (sum: 0.11)
QA held-out example,VAL_QA_000, ,66,<|AUDIO|>,O | ck | nd | file | ne (sum: 0.29),30,O | o | P | ne | le (sum: 0.23),end |  | o | nd | none (sum: 0.12),tail | end | nd | o |  (sum: 0.09),tail | nd | sound | tail | end (sum: 0.08)
QA held-out example,VAL_QA_000, ,80,<|AUDIO|>,man | 伐 | vo | functions |  (sum: 0.58),0,泰 | 共生 | 深知 | よう | 笼 (sum: 0.13),tridges | <|10.76|> | <|3.08|> | <|3.09|> | [ (sum: 0.12),嘉宾 | 插座 | 丰满 | � | 引用 (sum: 0.08),嘉宾 | 丰满 | 恰当 | 亭 | 违法违规 (sum: 0.06)
QA held-out example,VAL_QA_000, ,80,<|AUDIO|>,man | 伐 | vo | functions |  (sum: 0.58),2,泰 | よう | 能把 | 共生 | umper (sum: 0.12),Pl | 无所 | 排 | 属实 | s (sum: 0.10),� | figure | 违法违规 | 保 | plet (sum: 0.07),isObject | <|midi_pitch_26|> | 科学发展 | kijken | 违法违规 (sum: 0.04)
QA held-out example,VAL_QA_000, ,80,<|AUDIO|>,man | 伐 | vo | functions |  (sum: 0.58),4,能把 | 泰 | 笼 | よう | rev (sum: 0.15),Pl | 无所 | relevant | p | � (sum: 0.08),� | 保 | 违法违规 | ACHER | rapper (sum: 0.07),<|midi_pitch_26|> | .HandleFunc | 违法违规 | 睦 | イス (sum: 0.03)
QA held-out example,VAL_QA_000, ,80,<|AUDIO|>,man | 伐 | vo | functions |  (sum: 0.58),6,深知 | 能把 | rev | 泰 | REV (sum: 0.14),[ | 保 | Pl | 良 | P (sum: 0.10),保 | � | 万物 | 违法违规 | 世 (sum: 0.09),违法违规 | 万物 | イス | 偃 | .HandleFunc (sum: 0.04)
QA held-out example,VAL_QA_000, ,80,<|AUDIO|>,man | 伐 | vo | functions |  (sum: 0.58),8,深知 | �数 | REV | 益 | 能把 (sum: 0.08),[ | p | 凉 | 的信心 | tr (sum: 0.10),� | 深知 | 会见 | 凉 | 童 (sum: 0.10),� | 会见 | 童 | 睦 | 海绵 (sum: 0.04)
QA held-out example,VAL_QA_000, ,80,<|AUDIO|>,man | 伐 | vo | functions |  (sum: 0.58),10,深知 | 益 | 错过了 | пат | 掏 (sum: 0.11),[ | p | 凉 | 流失 | tr (sum: 0.14),� | 流失 | 零 | 童 | 保 (sum: 0.07),零 | � | CSV | 深知 | 童 (sum: 0.04)
QA held-out example,VAL_QA_000, ,80,<|AUDIO|>,man | 伐 | vo | functions |  (sum: 0.58),12,深知 | пат | 益 | 类别 | rev (sum: 0.14),[ | t | many | in | as (sum: 0.15),深知 | 零 | 无意 | � | 插座 (sum: 0.10),无意 | 深知 | DAO | 零 | 义务 (sum: 0.07)
QA held-out example,VAL_QA_000, ,80,<|AUDIO|>,man | 伐 | vo | functions |  (sum: 0.58),14,rev | 深知 | 类别 | 则是 | Rev (sum: 0.10),[ | 深知 | t | earth | 愈发 (sum: 0.18),深知 | 零 | 司 | 童 | 愈发 (sum: 0.13),ası | 深知 | rapper | 碍 | )[- (sum: 0.04)
QA held-out example,VAL_QA_000, ,80,<|AUDIO|>,man | 伐 | vo | functions |  (sum: 0.58),16,则是 | 深知 | 自主 | ito | 类别 (sum: 0.07),深知 | t | my | earth | I (sum: 0.17),深知 | 司 | 管理工作 | 海绵 | rapper (sum: 0.08),� | rapper | 司 | 没有想到 | )[- (sum: 0.04)
QA held-out example,VAL_QA_000, ,80,<|AUDIO|>,man | 伐 | vo | functions |  (sum: 0.58),18,胶囊 | 过得 | 初 | 则 | ichi (sum: 0.10), | 深知 | 说自己 | 不懈 | 黄金 (sum: 0.18),说自己 | 取出 | � | 深知 | 注 (sum: 0.07),됨 | 取出 | � | � | rapper (sum: 0.06)
QA held-out example,VAL_QA_000, ,80,<|AUDIO|>,man | 伐 | vo | functions |  (sum: 0.58),20,彩 | 则 | 深知 | 童 | 胶囊 (sum: 0.16), | 深知 | 彩 | 命名 | 泄漏 (sum: 0.25),彩 | 取出 | ump | 深知 | ş (sum: 0.08),ş | 彩 | ump | DAO | <|endoftime|> (sum: 0.05)
QA held-out example,VAL_QA_000, ,80,<|AUDIO|>,man | 伐 | vo | functions |  (sum: 0.58),22,评论 |  | 玉 | _ | 则 (sum: 0.08), | 玉 | <|endoftime|> | 鸡汤 | im (sum: 0.21),<|endoftime|> | ump | 取出 | 玉 | atten (sum: 0.16),<|endoftime|> | ump | 斯顿 | 取出 | 说什么 (sum: 0.12)
QA held-out example,VAL_QA_000, ,80,<|AUDIO|>,man | 伐 | vo | functions |  (sum: 0.58),24,祭 | 武 |  | 空 | 玉 (sum: 0.13),im | 零 |  | 取出 | 鸡汤 (sum: 0.10),取出 | 孩 | 零 | <|endoftime|> | 说什么 (sum: 0.11),取出 | 孩 | <|endoftime|> | 说什么 | 严格执行 (sum: 0.09)
