Case Label,Case ID,Transcript,Position,Input Token,Model True Prediction (Top K + Prob Sum),Layer,Baseline (logit-lens),Pure ASR,Mixed 50/50,Pure QA
QA held-out example,VAL_QA_000, ,41,<|AUDIO|>,sound | <|im_end|> |  | 嗓子 | 羊 (sum: 0.43),20,ens | 2 | en | ict | 操 (sum: 0.17),独 | silence | 让您 | 模糊 | 麦克 (sum: 0.15),官员 | 独 | silence | 小微 | 在现场 (sum: 0.10),官员 | ence | 小微 | 果 | 善意 (sum: 0.06)
QA held-out example,VAL_QA_000, ,41,<|AUDIO|>,sound | <|im_end|> |  | 嗓子 | 羊 (sum: 0.43),24,( | - | - | 消费 |  (sum: 0.15),笑声 | 笑道 | 笑 | laughter | 笑了 (sum: 0.33),笑 | laughter | 笑声 | 苦笑 | 笑了 (sum: 0.21),苦笑 | humor | 笑 | laughter | 屡 (sum: 0.10)
QA held-out example,VAL_QA_000, ,41,<|AUDIO|>,sound | <|im_end|> |  | 嗓子 | 羊 (sum: 0.43),28, | ( | - |  | - (sum: 0.83),惊叹 | 嗓子 |  | sound | . (sum: 0.22),惊叹 | 嗓子 | 热点 | 贝尔 | ving (sum: 0.16),惊叹 | 嗓子 | 热点 | 贝尔 | ving (sum: 0.08)
QA held-out example,VAL_QA_000, ,41,<|AUDIO|>,sound | <|im_end|> |  | 嗓子 | 羊 (sum: 0.43),30,- |  |  | sound |  (sum: 0.19),sound | . |  | 嗓子 |  (sum: 0.23),嗓子 | sound | <|im_end|> | atic | 惊叹 (sum: 0.24),嗓子 | <|im_end|> | spot | atic | sound (sum: 0.28)
QA held-out example,VAL_QA_000, ,55,<|AUDIO|>," | <|im_end|> | , | . |  (sum: 0.35)",0,踌 | 保管 | 舌 | <|3.52|> | 怎么样 (sum: 0.17),<|0.00|> | himself | 生素 | themselves | 在他的 (sum: 1.00),himself | 但是他 | 在他的 | 莲花 | 但他 (sum: 0.24),赌 | 赌博 | 死亡 | 招聘会 | Carbon (sum: 0.04)
QA held-out example,VAL_QA_000, ,55,<|AUDIO|>," | <|im_end|> | , | . |  (sum: 0.35)",8,查看更多 | 踌 | 喻 | 编剧 | 座谈会上 (sum: 0.08),<|0.00|> | himself | 担保 | 他说 | 但他 (sum: 0.84),担保 | <|0.00|> | himself | 作弊 | gy (sum: 0.39),担保 | general | 潮流 | 毯 | 作弊 (sum: 0.11)
QA held-out example,VAL_QA_000, ,55,<|AUDIO|>," | <|im_end|> | , | . |  (sum: 0.35)",16,座谈会上 | 保管 | 助 | 兵力 | 端 (sum: 0.13),<|0.00|> | 但他 | 风 | himself | 在他 (sum: 0.98),<|0.00|> | 风 | span | 作弊 | 在他 (sum: 0.76),<|0.00|> | 稳固 | span | 作弊 | term (sum: 0.12)
QA held-out example,VAL_QA_000, ,55,<|AUDIO|>," | <|im_end|> | , | . |  (sum: 0.35)",20,als | 母 | 畅 | 一方面 | 别 (sum: 0.80),<|0.00|> | hole | als | ally | 偏 (sum: 0.23),als | hole | ally | 担保 | ence (sum: 0.24),als | ence | ally | 担保 | hole (sum: 0.16)
QA held-out example,VAL_QA_000, ,55,<|AUDIO|>," | <|im_end|> | , | . |  (sum: 0.35)",24,母 | 一方面 | 理 | Ha | 太 (sum: 0.18),笑话 | ially | ally | 吹 | 与其 (sum: 0.15),ially | ally | 笑话 | 处 | ija (sum: 0.14),ally | ially | 处 | ija | ial (sum: 0.11)
QA held-out example,VAL_QA_000, ,55,<|AUDIO|>," | <|im_end|> | , | . |  (sum: 0.35)",28, | 理 |  | el | 助力 (sum: 0.36), | pig | ially | 供 | istically (sum: 0.18),ially |  | istically | 风雨 | istic (sum: 0.07),<|im_end|> | 中国文化 | istically | 风险管理 | istic (sum: 0.07)
QA held-out example,VAL_QA_000, ,55,<|AUDIO|>," | <|im_end|> | , | . |  (sum: 0.35)",30, |  | 理 | pig |  (sum: 0.27),"<|im_end|> | , |  | pig | 惩 (sum: 0.34)","<|im_end|> | pig | , | 惩 | 理 (sum: 0.42)",<|im_end|> | 理 | pig | 惩 | 一会儿 (sum: 0.52)
QA held-out example,VAL_QA_000, ,69,<|AUDIO|>,nd | ck | ne | O | file (sum: 0.36),0,ias | 而言 | 部分 | term | orry (sum: 0.13),就在 | 这就是 | 另一位 | 生素 | 接触到 (sum: 0.11),掌声 | 盗 | 侵略 | 国会 | <|0.00|> (sum: 0.09),ality | 恰当 | .clearRect | 用户 | ++); (sum: 0.04)
QA held-out example,VAL_QA_000, ,69,<|AUDIO|>,nd | ck | ne | O | file (sum: 0.36),8,型 | ias | 引 | lo | 部分 (sum: 0.07),没错 | 呛 | 不对 | 也知道 | 笑脸 (sum: 0.08),寡 | wise | ality | 盗 | ming (sum: 0.11),寡 | wise | 违法违规 | woord | ality (sum: 0.13)
QA held-out example,VAL_QA_000, ,69,<|AUDIO|>,nd | ck | ne | O | file (sum: 0.36),16,型 | ias | emb | 入侵 | ur (sum: 0.16),声响 | 录音 | 重复 | 几次 | 音 (sum: 0.16),几次 | 声响 | 在现场 | ivo | 屡 (sum: 0.10),ivo | 几次 | ias | 屡 | der (sum: 0.08)
QA held-out example,VAL_QA_000, ,69,<|AUDIO|>,nd | ck | ne | O | file (sum: 0.36),20,ias | 判 | let | 后者 | 别 (sum: 0.17),独 | 后者 | 媒 | 后再 | 后 (sum: 0.34),独 | 判 | 刺 | 果 | 后者 (sum: 0.28),判 | 刺 | 果 | 显然 | 徒 (sum: 0.22)
QA held-out example,VAL_QA_000, ,69,<|AUDIO|>,nd | ck | ne | O | file (sum: 0.36),24,猪 | pig | Pig | pig | P (sum: 0.91),pig | 猪 | Pig | pig | pigs (sum: 1.00),pig | Pig | 猪 | pig | pigs (sum: 1.00),pig | pig | Pig | 猪 | pigs (sum: 0.96)
QA held-out example,VAL_QA_000, ,69,<|AUDIO|>,nd | ck | ne | O | file (sum: 0.36),28,O | P | o | sw | p (sum: 0.44),end | pig | sounds | P | p (sum: 0.22),ng | pig | end | Pig | 果断 (sum: 0.14),ng | Pig | 果断 | tail | sters (sum: 0.14)
QA held-out example,VAL_QA_000, ,69,<|AUDIO|>,nd | ck | ne | O | file (sum: 0.36),30,O | o | ne | f | P (sum: 0.24),nd |  | end | ne | 庭院 (sum: 0.17),nd | tail | ne | end | 庭院 (sum: 0.14),tail | nd | tail | ne | 庭院 (sum: 0.13)
QA held-out example,VAL_QA_000, ,83,<|AUDIO|>,man | functions | vo | media | field (sum: 0.49),0,共生 | 泰 | 深知 | よう | 笼 (sum: 0.13),tridges | <|10.76|> | <|3.08|> | <|3.09|> | [ (sum: 0.12),嘉宾 | 插座 | 丰满 | � | 引用 (sum: 0.08),嘉宾 | 丰满 | 恰当 | 亭 | 违法违规 (sum: 0.06)
QA held-out example,VAL_QA_000, ,83,<|AUDIO|>,man | functions | vo | media | field (sum: 0.49),8,深知 | �数 | 益 | REV | 笼 (sum: 0.09),[ | p | 凉 | tr | 的信心 (sum: 0.10),� | 深知 | 会见 | 凉 | 童 (sum: 0.10),� | 童 | 会见 | 海绵 | 睦 (sum: 0.04)
QA held-out example,VAL_QA_000, ,83,<|AUDIO|>,man | functions | vo | media | field (sum: 0.49),16,则是 | 则 | 类别 | 过得 | rev (sum: 0.07),t | 深知 | my | I | earth (sum: 0.15),司 | 深知 | 管理工作 | 降至 | rapper (sum: 0.07),� | rapper | 司 | sth | 好事 (sum: 0.04)
QA held-out example,VAL_QA_000, ,83,<|AUDIO|>,man | functions | vo | media | field (sum: 0.49),20,彩 | 深知 | 则 | 胶囊 | 童 (sum: 0.17), | 深知 | 彩 | 泌 | 命名 (sum: 0.22),彩 | 取出 | 司 | 说自己 | ump (sum: 0.09),ş | 彩 | <|endoftime|> | ump | 说自己 (sum: 0.05)
QA held-out example,VAL_QA_000, ,83,<|AUDIO|>,man | functions | vo | media | field (sum: 0.49),24,祭 |  | 空 | 武 | 层 (sum: 0.11),零 | im | 取出 |  | 鸡汤 (sum: 0.09),取出 | 零 | 孩 | 说什么 | <|endoftime|> (sum: 0.12),取出 | 孩 | 说什么 | <|endoftime|> | 说自己 (sum: 0.10)
QA held-out example,VAL_QA_000, ,83,<|AUDIO|>,man | functions | vo | media | field (sum: 0.49),28, | . |  | P | 玉 (sum: 0.32),乖乖 | im | 鸡汤 | 沟 | 玉 (sum: 0.09),ng | 释 | �� | 迁移 | 一万 (sum: 0.10),ng | 释 | 销毁 | 迁移 | �� (sum: 0.15)
QA held-out example,VAL_QA_000, ,83,<|AUDIO|>,man | functions | vo | media | field (sum: 0.49),30, | man |  | v | ma (sum: 0.23),man |  | v | 龙 |  (sum: 0.22),man | ng |  | v | 龙 (sum: 0.14),man | ng | <|im_end|> | media | log (sum: 0.12)
QA held-out example,VAL_QA_000, ,96,<|AUDIO|>,source | direction | o | 0 | end (sum: 0.30),0,benefici | .*?) | либо | 呼唤 | brand (sum: 0.13),<|0.00|> | 或者是 | 来自于 | himself | 他知道 (sum: 0.25),来自于 | 反抗 | <|0.00|> | himself | 或者是 (sum: 0.14),一本书 | 用户提供 | 不影响 | 亭 | 逃离 (sum: 0.04)
QA held-out example,VAL_QA_000, ,96,<|AUDIO|>,source | direction | o | 0 | end (sum: 0.30),8,可靠的 | 走过 | 遥 | 查看更多 | 密切 (sum: 0.14),橄榄 | (;;) | 乐观 | 剃 | 他说 (sum: 0.09),担保 | 乐观 | 均匀 | 窒息 | 橄榄 (sum: 0.09),担保 | 创造 | 均匀 | 力求 | 额外 (sum: 0.10)
QA held-out example,VAL_QA_000, ,96,<|AUDIO|>,source | direction | o | 0 | end (sum: 0.30),16,ting | Pres | 遥 | 看得 | 舢 (sum: 0.08),他自己 | 第二次 | 看得 | 也没有 | himself (sum: 0.17),ting | 他自己 | span | 也没有 | 第二次 (sum: 0.14),ting | span | � | 索赔 | 顶 (sum: 0.15)
QA held-out example,VAL_QA_000, ,96,<|AUDIO|>,source | direction | o | 0 | end (sum: 0.30),20,看得 |  | 都没有 | 旱 | iah (sum: 0.30),看得 | 嘀 | 也没有 | 0 | 菲尔 (sum: 0.14),ting | 看得 | 也没有 | 菲尔 | 可靠 (sum: 0.15),ting | 阶段 | 创造 | 菲尔 | 恶意 (sum: 0.10)
QA held-out example,VAL_QA_000, ,96,<|AUDIO|>,source | direction | o | 0 | end (sum: 0.30),24,ial |  | ise | . | ian (sum: 0.26),pig | 猪 | Pig | ial | direction (sum: 0.97),pig | ial | Pig | 猪 | ting (sum: 0.84),ial | pig | Pig | 顶 | ting (sum: 0.40)
QA held-out example,VAL_QA_000, ,96,<|AUDIO|>,source | direction | o | 0 | end (sum: 0.30),28,o |  | p | P | direction (sum: 0.69),pig | p | direction | o | 物 (sum: 0.60),pig | 物 | ial | direction | ian (sum: 0.40),物 | pig | ial | ian | direction (sum: 0.21)
QA held-out example,VAL_QA_000, ,96,<|AUDIO|>,source | direction | o | 0 | end (sum: 0.30),30,o | p | direction |  | end (sum: 0.38),o | p | end | direction | lin (sum: 0.51),o | direction | end | p | ial (sum: 0.29),direction | o | ial | pig | 方位 (sum: 0.20)
QA held-out example,VAL_QA_000, ,110,<|AUDIO|>,ia | 实物 | back | iation | ck (sum: 0.73),0,ia | 朵 | 见过 | ins | 腐 (sum: 0.50),就在 | 或者是 | <|endoftext|> | difference | 另一位 (sum: 0.18),遗忘 | 或者是 | 的声音 | 嘉宾 | 战斗 (sum: 0.09),♯ | 用户提供 | 组织 | 推送 | 一本书 (sum: 0.04)
QA held-out example,VAL_QA_000, ,110,<|AUDIO|>,ia | 实物 | back | iation | ck (sum: 0.73),8,ia | 可靠的 | ins | 见过 | 做不到 (sum: 0.23),抽烟 | 写字 | !== | 回来了 | 渠道 (sum: 0.10),!== | 本身 | 力求 | 国会 | 市场规模 (sum: 0.10),力求 | 市场规模 | 反抗 | 零 | 本身 (sum: 0.15)
QA held-out example,VAL_QA_000, ,110,<|AUDIO|>,ia | 实物 | back | iation | ck (sum: 0.73),16,ia | ins | 更低 | 芷 | 武 (sum: 0.15),的声音 | 熨 | 声音 | 声响 | 上看 (sum: 0.16),熨 | 零 | 自身 | 加速 | ting (sum: 0.05),加速 | 零 | 记 | 本身 | 返回 (sum: 0.10)
QA held-out example,VAL_QA_000, ,110,<|AUDIO|>,ia | 实物 | back | iation | ck (sum: 0.73),20,ia |  | ry | 武 | 送到 (sum: 0.34),嘀 | 地面 | 交流 | 实物 | 源泉 (sum: 0.16),地面 | 交流 | 嘀 | 本身 | ting (sum: 0.16),地面 | 本身 | 滑 | 来源 | 发出 (sum: 0.12)
QA held-out example,VAL_QA_000, ,110,<|AUDIO|>,ia | 实物 | back | iation | ck (sum: 0.73),24,猪 | pig |  | ia | D (sum: 0.39),pig | Pig | 猪 | 自由 | pigs (sum: 0.96),pig | Pig | 猪 | 挤 | pig (sum: 0.84),Pig | pig | 猪 | 挤 | iness (sum: 0.38)
QA held-out example,VAL_QA_000, ,110,<|AUDIO|>,ia | 实物 | back | iation | ck (sum: 0.73),28,P | p |  | o | O (sum: 0.70),p | pig | P | ia | p (sum: 0.80),pig | ia | Pig | 嘴 | p (sum: 0.46),Pig | pig | ia | pig | 嘴 (sum: 0.22)
QA held-out example,VAL_QA_000, ,110,<|AUDIO|>,ia | 实物 | back | iation | ck (sum: 0.73),30,ia |  | O | f | p (sum: 0.39),ia | silent | p | 只要是 | 基金管理 (sum: 0.39),ia | silent | iation | 只要是 | ía (sum: 0.35),ia | iation | ía | 只要是 | silent (sum: 0.26)
QA held-out example,VAL_QA_000, ,124,<|AUDIO|>,di | ien | 离 | 农场 | label (sum: 0.18),0,同 | 盼 | 倔 | 思索 | yü (sum: 0.13),或者是 | 呐 | 是不是 | 笑声 | 的声音 (sum: 0.24),或者是 | 也许是 | 笑声 | 的声音 | 呐 (sum: 0.12),通风 | 反转 | zg | PASS | 逊 (sum: 0.04)
QA held-out example,VAL_QA_000, ,124,<|AUDIO|>,di | ien | 离 | 农场 | label (sum: 0.18),8,初步 | 倔 | 啁 | 同 | 一定是 (sum: 0.13),哄 | 但它 | 让它 | 呐 | 不可能 (sum: 0.11),做不到 | 也许是 | 哄 | 可靠 | 稳妥 (sum: 0.11),可靠 | 也许是 | 做不到 | 摩 | 稳妥 (sum: 0.07)
QA held-out example,VAL_QA_000, ,124,<|AUDIO|>,di | ien | 离 | 农场 | label (sum: 0.18),16,者 | 行 | 奉 | 初步 | 谓 (sum: 0.13), | 应对 | 相亲 | 不可能 | 古城 (sum: 0.10),可靠 | 应对 | 也许是 | 田野 |  (sum: 0.06),可靠 | 也许是 | ify | 断裂 | 哄 (sum: 0.09)
QA held-out example,VAL_QA_000, ,124,<|AUDIO|>,di | ien | 离 | 农场 | label (sum: 0.18),20,行 | 者 | 年之 | 决定 | 影响 (sum: 0.20),separ | 不可能 |  | separated | 一部分 (sum: 0.09),separ | separation | yer |  | 一部分 (sum: 0.11),yer | separ | separation | 尔 | bond (sum: 0.07)
QA held-out example,VAL_QA_000, ,124,<|AUDIO|>,di | ien | 离 | 农场 | label (sum: 0.18),24,讲 | ics | 必然 | or | ed (sum: 0.13),离 | 必然 | 固 | 一部分 | ian (sum: 0.11),ian | 离 | 颗粒 | 讲 | 一部分 (sum: 0.10),ian | 索取 | 颗粒 | 讲 | ar (sum: 0.14)
QA held-out example,VAL_QA_000, ,124,<|AUDIO|>,di | ien | 离 | 农场 | label (sum: 0.18),28,s | y | m | d |  (sum: 0.60),d | 离 | 分工 | s | 固 (sum: 0.12),离 | d | 分工 | pig | Det (sum: 0.07),离 | ian | 割 | Pig | domain (sum: 0.06)
QA held-out example,VAL_QA_000, ,124,<|AUDIO|>,di | ien | 离 | 农场 | label (sum: 0.18),30,di | s | Di | d | o (sum: 0.37),di | d | s | m | p (sum: 0.38),di | d | 离 | m | s (sum: 0.22),离 | di | d | <|im_end|> | 挡 (sum: 0.12)
QA held-out example,VAL_QA_000, ,138,<|AUDIO|>,<|im_end|> | background | and | to | current (sum: 0.34),0,<|0.01|> | <|4.07|> | <|4.11|> | 致癌 | 也算 (sum: 0.26),或者是 | 乐观 | 可能是 | 就在 | 洗干净 (sum: 0.23),或者是 | <|0.00|> | 用户提供 | 乐观 | 遗忘 (sum: 0.12),tako | <|im_end|> | sóc | 用户提供 | 治病 (sum: 0.06)
QA held-out example,VAL_QA_000, ,138,<|AUDIO|>,<|im_end|> | background | and | to | current (sum: 0.34),8,词 | ics | <|0.01|> | 致癌 | 薪 (sum: 0.15),不可能 | 垒 | ics | 洗手 | 官员 (sum: 0.13),ics | 抗体 | 垒 | 无意 | 不见 (sum: 0.09),不见 | ći | 忌 | 抗体 | 无意 (sum: 0.06)
QA held-out example,VAL_QA_000, ,138,<|AUDIO|>,<|im_end|> | background | and | to | current (sum: 0.34),16,防腐 | path | 糖 | <|0.01|> | . (sum: 0.08),一笔 | 抗体 | 灵敏 | 推动 | 职场 (sum: 0.06),抗体 | 嗅 | ics | 忌 | 孤立 (sum: 0.06),MagicMock | 嗅 | 忌 | 吸取 | 抗体 (sum: 0.06)
QA held-out example,VAL_QA_000, ,138,<|AUDIO|>,<|im_end|> | background | and | to | current (sum: 0.34),20, | ics | - | ian | ity (sum: 0.19),ics | iable | fright | '') | 开花 (sum: 0.17),ics | als | 合适 | iable | fright (sum: 0.14),ics | als | 合适 | MagicMock | 挑剔 (sum: 0.05)
QA held-out example,VAL_QA_000, ,138,<|AUDIO|>,<|im_end|> | background | and | to | current (sum: 0.34),24, | - | _ | . | 事 (sum: 0.49),ics | sounding | 之事 | 事 | . (sum: 0.23),ics | 事 | 之事 | 合适 | 制 (sum: 0.11),事 | 合适 | <|im_end|> | ics | 制 (sum: 0.05)
QA held-out example,VAL_QA_000, ,138,<|AUDIO|>,<|im_end|> | background | and | to | current (sum: 0.34),28, | - | o | t | . (sum: 0.83),当下 | t | 就必须 | Pig | 地面 (sum: 0.07),<|im_end|> | 当下 | Pig | 就必须 | 差距 (sum: 0.07),<|im_end|> | Pig | 当下 | 获取 | pig (sum: 0.07)
QA held-out example,VAL_QA_000, ,138,<|AUDIO|>,<|im_end|> | background | and | to | current (sum: 0.34),30,o | to | and | 当下 | background (sum: 0.16),to | <|im_end|> | o | and | in (sum: 0.42),<|im_end|> | to | and | pig | o (sum: 0.43),<|im_end|> | pig | to | 的笑容 | 差距 (sum: 0.47)
QA held-out example,VAL_QA_000, ,152,<|AUDIO|>,um | am | o | m | om (sum: 0.67),0,计 | 书面 | 菡 | brook | 佞 (sum: 0.15),s | . | a | 记录 | 录音 (sum: 0.21),ervices | 现实 | 笑声 | 反抗 | 什 (sum: 0.06),Vuex | <|midi_pitch_75|> | IService | ervices | Mitar (sum: 0.06)
QA held-out example,VAL_QA_000, ,152,<|AUDIO|>,um | am | o | m | om (sum: 0.67),8,计 | hd | 盈 | 密 | 掌 (sum: 0.25),. | 录音 | 负责任 | 纪念馆 | ; (sum: 0.33),. | 事务 | Vuex | 整理 | 录 (sum: 0.11),Vuex | �� | 事务 | <|midi_pitch_75|> | <|midi_pitch_54|> (sum: 0.10)
QA held-out example,VAL_QA_000, ,152,<|AUDIO|>,um | am | o | m | om (sum: 0.67),16,计 | 自学 | 狂 | 悠 | hd (sum: 0.15),录音 | 黄石 | 记录 | 不会有 | Vuex (sum: 0.34),录音 | 录 | 也被 | Vuex | lem (sum: 0.14),<|midi_pitch_54|> | primaryStage | 刺 | 录 | lem (sum: 0.07)
QA held-out example,VAL_QA_000, ,152,<|AUDIO|>,um | am | o | m | om (sum: 0.67),20,感叹 | o | 地 | 掌 | 服务于 (sum: 0.09),录音 | 记录 | 矿 | ry | Vuex (sum: 0.52),录音 | 矿 | 记录 | 安全事故 | Vuex (sum: 0.17),安全事故 | 感叹 | 而这 | 积极探索 | 肉 (sum: 0.05)
QA held-out example,VAL_QA_000, ,152,<|AUDIO|>,um | am | o | m | om (sum: 0.67),24,o | � | ale | 有 | 制 (sum: 0.31),录 | 录音 | 感叹 | isc | ' (sum: 0.17),男士 | 法则 | 感叹 | 录 | 男 (sum: 0.13),男士 | 男 | 法则 | 积极探索 | 感叹 (sum: 0.22)
QA held-out example,VAL_QA_000, ,152,<|AUDIO|>,um | am | o | m | om (sum: 0.67),28,o | f | 必然 |  | 所在 (sum: 0.19),audio | Pig | f | w | sounds (sum: 0.10),男 | f | 仪 | 感叹 | Pig (sum: 0.09),ok | 男 | am | 仪 | o (sum: 0.12)
QA held-out example,VAL_QA_000, ,152,<|AUDIO|>,um | am | o | m | om (sum: 0.67),30,o | um | am | k | ok (sum: 0.71),um | am | o | k | m (sum: 0.51),am | um | o | ok | k (sum: 0.40),o | am | um | ok | Pig (sum: 0.30)
QA held-out example,VAL_QA_000, ,155, number,of | legs | is | should | after (sum: 0.98),0,of | -of | ED | 调节 | Partners (sum: 0.17),number | 数 | 数字 | 号码 | numbers (sum: 0.84),number | of | 数 | 号码 | . (sum: 0.87),of | number | and | . | on (sum: 0.68)
QA held-out example,VAL_QA_000, ,155, number,of | legs | is | should | after (sum: 0.98),8,"of | , |  | ... | 最多的 (sum: 0.42)",数 | number | 数字 | 数量 | 数 (sum: 1.00),number | 数 | 数字 | 数量 | 次数 (sum: 1.00),number | 数 | of | 数量 | numbers (sum: 0.92)
QA held-out example,VAL_QA_000, ,155, number,of | legs | is | should | after (sum: 0.98),16,of |  | 近代 | 独 | 恒 (sum: 0.53),数字 | number | 数量 | 的数量 | 数 (sum: 0.99),number | 数字 | 数量 | 数 | 的数量 (sum: 0.97),number | of | 数字 | number | 数量 (sum: 0.84)
QA held-out example,VAL_QA_000, ,155, number,of | legs | is | should | after (sum: 0.98),20,of | Affected | 各类 | ical | 开 (sum: 0.37),number | 数字 | (number | 是多少 | 数量 (sum: 0.97),number | of | (number | 数字 | number (sum: 0.97),number | of | (number | number | 数字 (sum: 0.88)
QA held-out example,VAL_QA_000, ,155, number,of | legs | is | should | after (sum: 0.98),24,of | 双腿 | legs | leg | 出 (sum: 0.98),双腿 | legs | of | leg | 腿部 (sum: 0.97),of | 双腿 | legs | leg | output (sum: 0.94),of | 双腿 | legs | _of | output (sum: 0.85)
QA held-out example,VAL_QA_000, ,155, number,of | legs | is | should | after (sum: 0.98),28,of | output | legs | 输出 | leg (sum: 1.00),of | legs | output | leg | 腿部 (sum: 0.98),of | legs | output | _of | leg (sum: 0.99),of | legs | output | _of | <|im_end|> (sum: 0.99)
QA held-out example,VAL_QA_000, ,155, number,of | legs | is | should | after (sum: 0.98),30,of | is | after | should |  (sum: 1.00),of | is | legs | in | after (sum: 1.00),of | legs | is | <|im_end|> | in (sum: 0.99),of | legs | <|im_end|> | is | output (sum: 0.99)
QA held-out example,VAL_QA_000, ,156, of,legs | the | pigs | sound | pig (sum: 1.00),0," | ( | "" | C | 1 (sum: 0.40)",放出 | numbers | 是一件 | of | 没有人 (sum: 0.12),of | people | numbers | 们的 | 什么时候 (sum: 0.27),people | of | who | about | our (sum: 0.22)
QA held-out example,VAL_QA_000, ,156, of,legs | the | pigs | sound | pig (sum: 1.00),8, | - | . | times | : (sum: 0.47),数 | 次数 | number | 数量 | 总数 (sum: 0.94),数 | number | 次数 | times | 数量 (sum: 0.86),times | people | 数 | number | each (sum: 0.41)
QA held-out example,VAL_QA_000, ,156, of,legs | the | pigs | sound | pig (sum: 1.00),16, | - | : | . | + (sum: 0.85),数量 | 数 | 有多少 | counted | 多少 (sum: 0.48),times | people | 有多少 | 多少 | 数 (sum: 0.35),times | people | the | among | 多少 (sum: 0.22)
QA held-out example,VAL_QA_000, ,156, of,legs | the | pigs | sound | pig (sum: 1.00),20," | the | 三 | , | - (sum: 0.41)",腿 | legs | 多少 | leg | digits (sum: 0.49),legs | the | 腿 | each | different (sum: 0.25),the | legs | different | times | each (sum: 0.21)
