Case Label,Case ID,Transcript,Position,Input Token,Model True Prediction (Top K + Prob Sum),Layer,Baseline (logit-lens),Pure ASR,Mixed 50/50,Pure QA
QA held-out example,VAL_QA_000, ,16,<|AUDIO|>,期刊 | er | om | 加以 | 镜 (sum: 0.10),20,口 | 喝 | es | im | en (sum: 0.28),儿 | 喉 | 事儿 | 润 | 重复 (sum: 0.28),儿 | 事儿 | 喉 | 掌 | 润 (sum: 0.23),儿 | 掌 | 两周 | 自身 | 事儿 (sum: 0.09)
QA held-out example,VAL_QA_000, ,16,<|AUDIO|>,期刊 | er | om | 加以 | 镜 (sum: 0.10),22,口 | es | 喝 | ry | 取 (sum: 0.52),儿 | ry | 喉 | 咳嗽 | 掌声 (sum: 0.28),儿 | ry | 喉 | et | 威胁 (sum: 0.15),儿 | 口水 | 两周 | et | ur (sum: 0.07)
QA held-out example,VAL_QA_000, ,16,<|AUDIO|>,期刊 | er | om | 加以 | 镜 (sum: 0.10),24,es | ry | 咳嗽 | ly | e (sum: 0.53),咳嗽 | ry | 咳 | 儿 | 喉 (sum: 0.52),咳嗽 | ry | 儿 | 笑 | ata (sum: 0.22),咳嗽 | ur | 儿 | 周期 | et (sum: 0.06)
QA held-out example,VAL_QA_000, ,16,<|AUDIO|>,期刊 | er | om | 加以 | 镜 (sum: 0.10),26,es | f | y | 咳嗽 | - (sum: 0.32),咳嗽 | ry | 元左右 | 鼻 | 喉 (sum: 0.18),ry | ur | 排出 | 鼻 | 咳嗽 (sum: 0.13),ur | ry | 排出 | lan | 排 (sum: 0.13)
QA held-out example,VAL_QA_000, ,16,<|AUDIO|>,期刊 | er | om | 加以 | 镜 (sum: 0.10),28,y |  | e | es | ( (sum: 0.43),ry | 岩 | 周期 | e | 咳嗽 (sum: 0.09),ry | 周期 | e | ur | 岩 (sum: 0.11),ur | e | 周期 | ry | 加以 (sum: 0.09)
QA held-out example,VAL_QA_000, ,16,<|AUDIO|>,期刊 | er | om | 加以 | 镜 (sum: 0.10),30,y | um |  | et | er (sum: 0.25),期刊 | 咳嗽 | 加以 | y | er (sum: 0.11),期刊 | 咳嗽 | 加以 | et | 诚 (sum: 0.10),期刊 | 加以 | 掌 | 咳嗽 | et (sum: 0.09)
QA held-out example,VAL_QA_000, ,21,<|AUDIO|>, | . | <|im_end|> | in |  (sum: 0.79),0,elo | 保管 | 西 | 后 | � (sum: 0.13),<|0.00|> | 在他的 | 在他 | himself | 是他 (sum: 0.79),himself | 在他的 | 着他 | 他认为 | 告诉他 (sum: 0.20),着他 | 死亡 | 告诉他 | algun | 器 (sum: 0.05)
QA held-out example,VAL_QA_000, ,21,<|AUDIO|>, | . | <|im_end|> | in |  (sum: 0.79),2,后 | 保管 | elo | 西 | 密切 (sum: 0.14),<|0.00|> | himself | 在他 | 在他的 | 他知道 (sum: 0.54),着他 | himself | 问他 | 告诉他 | 他说 (sum: 0.16),着他 | .clearRect | 违法违规 | 删除 | 문서 (sum: 0.03)
QA held-out example,VAL_QA_000, ,21,<|AUDIO|>, | . | <|im_end|> | in |  (sum: 0.79),4,后 | 保管 | elo | 声 | 强大 (sum: 0.15),himself | 在他 | 他说 | 但他 | 他知道 (sum: 0.41),himself | 告诉他 | 着他 | 他说 | 问他 (sum: 0.15),.clearRect | 删除 | 违法违规 | 着他 | timing (sum: 0.03)
QA held-out example,VAL_QA_000, ,21,<|AUDIO|>, | . | <|im_end|> | in |  (sum: 0.79),6,后 | 声 | 密切 | 共同 | 後 (sum: 0.18),himself | 他说 | 他知道 | 在他 | 着他 (sum: 0.36),他说 | 着他 | himself | 후 | 问他 (sum: 0.13),.clearRect | URLConnection | 违法违规 | 着他 | sublist (sum: 0.03)
QA held-out example,VAL_QA_000, ,21,<|AUDIO|>, | . | <|im_end|> | in |  (sum: 0.79),8,声 | 密切 | 查看更多 | 言 | 后 (sum: 0.09),himself | 成长为 | 担保 | 他说 | <|0.00|> (sum: 0.26),担保 | himself | 旷 | ality | 质 (sum: 0.14),旷 | ality | 担保 | 质 | 吹 (sum: 0.12)
QA held-out example,VAL_QA_000, ,21,<|AUDIO|>, | . | <|im_end|> | in |  (sum: 0.79),10,声 | 查看更多 | 旁 | 片面 | oph (sum: 0.10),himself | 但他 | 他说 | 在他 | 问他 (sum: 0.75),himself | <|0.00|> | 后代 | 他说 | ality (sum: 0.19),ality | 旷 | <|0.00|> | 质 | 吹 (sum: 0.21)
QA held-out example,VAL_QA_000, ,21,<|AUDIO|>, | . | <|im_end|> | in |  (sum: 0.79),12,查看更多 | 声 | 三是 | 遥 | exercício (sum: 0.09),himself | 他说 | 问他 | 油 | 但他 (sum: 0.58),himself | <|0.00|> | 他说 | 问他 | ality (sum: 0.23),<|0.00|> | ality | 旷 | 质 | 吹 (sum: 0.50)
QA held-out example,VAL_QA_000, ,21,<|AUDIO|>, | . | <|im_end|> | in |  (sum: 0.79),14,保管 | 病房 | 伍 | 娼 | span (sum: 0.13),himself | 他说 | 但他 | 父子 | 问他 (sum: 0.56),himself | ality | 父子 | 他说 | <|0.00|> (sum: 0.24),ality | <|0.00|> | 旷 | 监督 | cing (sum: 0.17)
QA held-out example,VAL_QA_000, ,21,<|AUDIO|>, | . | <|im_end|> | in |  (sum: 0.79),16,儿 | 喉咙 | ial | 不得不 | (min (sum: 0.09),着他 | himself | 但他 | 他说 | 他自己 (sum: 0.62),himself | ality | 着他 | 吹 | 风 (sum: 0.23),ality | 废气 | 吹 | 旷 | age (sum: 0.14)
QA held-out example,VAL_QA_000, ,21,<|AUDIO|>, | . | <|im_end|> | in |  (sum: 0.79),18,玩游戏 | 制造 | 伍 | 言 | 描述 (sum: 0.25),himself | 着他 | 周边 | 卷 | 油 (sum: 0.29),himself | 油 | 儿 | 周边 | ality (sum: 0.17),ality | 违法违规 | ally | ron | 废气 (sum: 0.08)
QA held-out example,VAL_QA_000, ,21,<|AUDIO|>, | . | <|im_end|> | in |  (sum: 0.79),20,玩游戏 | 明 | ry | 制造 | 知 (sum: 0.15),himself | 嘀 | 问他 | 儿 | 颗粒 (sum: 0.17),himself | 儿 | ality | ry | 颗粒 (sum: 0.14),himself | ally | 违法违规 | ality | 龙 (sum: 0.13)
QA held-out example,VAL_QA_000, ,21,<|AUDIO|>, | . | <|im_end|> | in |  (sum: 0.79),22,ry | 引 | 干 | 墨 | so (sum: 0.25),墨 | 油 | 团圆 | 颗粒 | 口腔 (sum: 0.21),墨 | 颗粒 | 引 | 油 | ality (sum: 0.14),ality | 引 | 之余 | ally | 回国 (sum: 0.09)
QA held-out example,VAL_QA_000, ,21,<|AUDIO|>, | . | <|im_end|> | in |  (sum: 0.79),24,干 | 引 | ry | ly | 墨 (sum: 0.43),嗓子 | 喉 | 干 | 墨 | 鼻 (sum: 0.24),嗓子 | 墨 | ry | 鼻 | 喉 (sum: 0.13),ry | ality | 龙 | 墨 | 本周 (sum: 0.07)
