Case Label,Case ID,Transcript,Position,Input Token,Model True Prediction (Top K + Prob Sum),Layer,Baseline (logit-lens),Pure ASR,Mixed 50/50,Pure QA
QA held-out example,VAL_QA_000,pig,28,<|AUDIO|>, | back |  | space | 返 (sum: 0.44),0,踌 | 保管 | 舌 | <|3.52|> | 怎么样 (sum: 0.16),<|0.00|> | himself | 生素 | themselves | 在他的 (sum: 1.00),himself | 但是他 | 莲花 | 但他 | 生素 (sum: 0.28),赌博 | 赌 | 死亡 | 招聘会 | 着他 (sum: 0.04)
QA held-out example,VAL_QA_000,pig,28,<|AUDIO|>, | back |  | space | 返 (sum: 0.44),8,查看更多 | 座谈会上 | 编剧 | 助 | 如何 (sum: 0.17),<|0.00|> | himself | 担保 | 成长为 | 他说 (sum: 0.95),<|0.00|> | 担保 | gy | 吹 | himself (sum: 0.45),担保 | 吹 | 拂 | 风光 | <|0.00|> (sum: 0.07)
QA held-out example,VAL_QA_000,pig,28,<|AUDIO|>, | back |  | space | 返 (sum: 0.44),16,助 | 座谈会上 | 翩 | 堡垒 | 保管 (sum: 0.22),<|0.00|> | 风 | 但他 | 他说 | unch (sum: 0.77),<|0.00|> | 风 | 稳固 | span | 他说 (sum: 0.34),稳固 | 风 | 管 | span | <|0.00|> (sum: 0.11)
QA held-out example,VAL_QA_000,pig,28,<|AUDIO|>, | back |  | space | 返 (sum: 0.44),20,als | ro | ator | 母 | 大家 (sum: 0.38),<|0.00|> | hole | als | ally | 嘉 (sum: 0.26),als | hole | ally | 大家 | 稳固 (sum: 0.09),稳固 | ence | 质量和 | als | 管 (sum: 0.09)
QA held-out example,VAL_QA_000,pig,28,<|AUDIO|>, | back |  | space | 返 (sum: 0.44),24,母 | 即 | 刮 | 法则 | 一方面 (sum: 0.10),pig | Ranch | ally | 号 | solid (sum: 0.20),pig | ally | Ranch | 乐意 | 刻苦 (sum: 0.09),继续保持 | 适 | ally | jection | 乐意 (sum: 0.05)
QA held-out example,VAL_QA_000,pig,28,<|AUDIO|>, | back |  | space | 返 (sum: 0.44),28, | back |  | o | 都在 (sum: 0.30),pig | back |  | bron | ham (sum: 0.16),pig | back | 施 | ham | bron (sum: 0.08),施 | 空间 | pig | ham | 与其 (sum: 0.04)
QA held-out example,VAL_QA_000,pig,28,<|AUDIO|>, | back |  | space | 返 (sum: 0.44),30, |  | back | 无 | at (sum: 0.33), | back | cash | 二 | at (sum: 0.20),back |  | cash | 二 | hum (sum: 0.10),cash | hum | back | 二 |  (sum: 0.05)
QA held-out example,VAL_QA_000,pig,42,<|AUDIO|>,ally | ato | ike | 喉 | ier (sum: 0.55),0,ias | 而言 | 部分 | term | orry (sum: 0.13),就在 | 这就是 | 另一位 | 生素 | 接触到 (sum: 0.11),掌声 | <|0.00|> | 盗 | 侵略 | 国会 (sum: 0.12),ality | ++); | .clearRect | 恰当 | 用户 (sum: 0.03)
QA held-out example,VAL_QA_000,pig,42,<|AUDIO|>,ally | ato | ike | 喉 | ier (sum: 0.55),8,ans | 型 | ias | lo | any (sum: 0.09),没错 | 不对 | 笑脸 | 事儿 | 质 (sum: 0.07),寡 | ality | wise | 机 | 盗 (sum: 0.09),寡 | wise | 违法违规 | ality | 骑士 (sum: 0.09)
QA held-out example,VAL_QA_000,pig,42,<|AUDIO|>,ally | ato | ike | 喉 | ier (sum: 0.55),16,lo | 白领 | 翩 | ias | 后者 (sum: 0.12),声响 | 录音 | 媒 | 屡 | Gold (sum: 0.10),屡 | 舱 | 声响 | 几次 | 周 (sum: 0.13),屡 | � | 舱 | 果 | ias (sum: 0.13)
QA held-out example,VAL_QA_000,pig,42,<|AUDIO|>,ally | ato | ike | 喉 | ier (sum: 0.55),20,响应 | 烈 | end | let | earth (sum: 0.12),媒 | 独 | 后 | 焊 | 第二次 (sum: 0.19),独 | ote | 烈 | 判 | otes (sum: 0.14),ote | 判 | 徒 | 独 | 烈 (sum: 0.09)
QA held-out example,VAL_QA_000,pig,42,<|AUDIO|>,ally | ato | ike | 喉 | ier (sum: 0.55),24,猪 | 其 | pig | Pig | earth (sum: 0.26),pig | Pig | pig | 猪 | pigs (sum: 0.98),pig | pig | Pig | 猪 | pigs (sum: 0.93),pig | pig | Pig | 研究 | imal (sum: 0.58)
QA held-out example,VAL_QA_000,pig,42,<|AUDIO|>,ally | ato | ike | 喉 | ier (sum: 0.55),28,P | p | O | o | � (sum: 0.80),P | p | pig | Pig | pl (sum: 0.72),P | pig | Pig | � | pl (sum: 0.28),� | Pig | pig | iate | 济 (sum: 0.15)
QA held-out example,VAL_QA_000,pig,42,<|AUDIO|>,ally | ato | ike | 喉 | ier (sum: 0.55),30,卡 | O | P | 庭院 | � (sum: 0.16),庭院 | ally | ato | ike | 喉 (sum: 0.22),庭院 | ato | ally | ike | 喉 (sum: 0.23),庭院 | ato | 喉 | :// | ally (sum: 0.20)
QA held-out example,VAL_QA_000,pig,56,<|AUDIO|>,man | ma |  | log | put (sum: 0.21),0,泰 | 共生 | 深知 | よう | 笼 (sum: 0.13),tridges | <|10.76|> | [ | <|3.08|> | <|3.09|> (sum: 0.12),插座 | 嘉宾 | � | 丰满 | 引用 (sum: 0.08),嘉宾 | 丰满 | 亭 | � | 新娘 (sum: 0.06)
QA held-out example,VAL_QA_000,pig,56,<|AUDIO|>,man | ma |  | log | put (sum: 0.21),8,深知 | �数 | 益 | 新世纪 | 则是 (sum: 0.18),[ | 事儿 | 凉 | p | grav (sum: 0.06),� | 深知 | 凉 | 保 | 全世界 (sum: 0.08),睦 | � | 深知 | 毛 | CSV (sum: 0.04)
QA held-out example,VAL_QA_000,pig,56,<|AUDIO|>,man | ma |  | log | put (sum: 0.21),16,则是 | 深知 | 自主 | 则 | 盗 (sum: 0.12),深知 | earth | t |  | 辅 (sum: 0.20),深知 | 注 | 海绵 | 重返 | 取出 (sum: 0.09),� | 取出 | 没有想到 | sth | 正式 (sum: 0.05)
QA held-out example,VAL_QA_000,pig,56,<|AUDIO|>,man | ma |  | log | put (sum: 0.21),20, | 则 | 补 | 彩 | / (sum: 0.15), | 命名 | 深知 | 取出 | 开发 (sum: 0.57),取出 |  | 命名 | ş | 司 (sum: 0.07),ş | 取出 | 形象 | 注 | DAO (sum: 0.05)
QA held-out example,VAL_QA_000,pig,56,<|AUDIO|>,man | ma |  | log | put (sum: 0.21),24,_ | 大 | 祭 | 又 | 空 (sum: 0.14), | p | 沈 | 沟 | 零 (sum: 0.13),取出 | 官 | ump | 沟 | 释 (sum: 0.12),取出 | 官 | 八卦 | ump | 具体的 (sum: 0.10)
QA held-out example,VAL_QA_000,pig,56,<|AUDIO|>,man | ma |  | log | put (sum: 0.21),28, | _ | ( | . | 沟 (sum: 0.31),沟 | P | p | 塞 | f (sum: 0.46),沟 | 释 | P | 塞 | -p (sum: 0.32),释 | 沟 | 爵 | 尴尬 | :// (sum: 0.28)
QA held-out example,VAL_QA_000,pig,56,<|AUDIO|>,man | ma |  | log | put (sum: 0.21),30,甚至 |  |  | _ | 象 (sum: 0.20), |  | p | ump | 龙 (sum: 0.16), | 象 |  | 暧昧 | 的笑容 (sum: 0.09),象 |  | :// | 暧昧 | 的笑容 (sum: 0.11)
QA held-out example,VAL_QA_000,pig,69,<|AUDIO|>,p | o | laughter |  |  (sum: 0.29),0,benefici | .*?) | либо | 呼唤 | brand (sum: 0.13),<|0.00|> | 或者是 | 来自于 | himself | 他知道 (sum: 0.25),<|0.00|> | 来自于 | 反抗 | 或者是 | himself (sum: 0.18),一本书 | 用户提供 | 亭 | 不影响 | 逃离 (sum: 0.04)
QA held-out example,VAL_QA_000,pig,69,<|AUDIO|>,p | o | laughter |  |  (sum: 0.29),8,查看更多 | 遥 | 走过 | 可靠的 | 密切 (sum: 0.26),橄榄 | 乐观 | (;;) | 剃 | itself (sum: 0.07),担保 | 乐观 | 的一部分 | 均匀 | 呐 (sum: 0.08),创造 | 担保 | 均匀 | 的一部分 | 力求 (sum: 0.08)
QA held-out example,VAL_QA_000,pig,69,<|AUDIO|>,p | o | laughter |  |  (sum: 0.29),16,遥 | 送到 | 看得 | target | 吐 (sum: 0.08),他自己 | 也没有 | 看得 | 他又 | 金山 (sum: 0.13),ting | 他自己 | 也没有 | 创造 | span (sum: 0.09),� | ting | span | 顶 | 创造 (sum: 0.11)
QA held-out example,VAL_QA_000,pig,69,<|AUDIO|>,p | o | laughter |  |  (sum: 0.29),20,看得 |  | 送到 | 都没有 | . (sum: 0.30),嘀 | 看得 | Pr | 也没有 | instance (sum: 0.21),嘀 | 看得 | ting | 火爆 | 也没有 (sum: 0.12),ting | 创造 | ador | � | 火爆 (sum: 0.08)
QA held-out example,VAL_QA_000,pig,69,<|AUDIO|>,p | o | laughter |  |  (sum: 0.29),24,pig | 猪 | Pig | . |  (sum: 0.91),pig | 猪 | Pig | pigs | pig (sum: 1.00),pig | 猪 | Pig | pigs | pig (sum: 1.00),pig | 猪 | Pig | pig | pigs (sum: 0.97)
QA held-out example,VAL_QA_000,pig,69,<|AUDIO|>,p | o | laughter |  |  (sum: 0.29),28,o |  | P | p | O (sum: 0.63),pig | p | P | o | 嘴 (sum: 0.65),pig | laughter | 嘴 | 物 | 挤 (sum: 0.41),pig | laughter | 夸 | 斯塔 | firm (sum: 0.12)
QA held-out example,VAL_QA_000,pig,69,<|AUDIO|>,p | o | laughter |  |  (sum: 0.29),30,o | p |  |  | 联系 (sum: 0.64),o | p | laughter | 联系 |  (sum: 0.70),o | laughter | p | 联系 | location (sum: 0.48),o | laughter | noise | laughter | 联系 (sum: 0.32)
QA held-out example,VAL_QA_000,pig,83,<|AUDIO|>,izing | ling | ting | 实物 | king (sum: 0.35),0,ia | 朵 | 见过 | ins | 腐 (sum: 0.50),就在 | 或者是 | <|endoftext|> | difference | 另一位 (sum: 0.18),或者是 | 遗忘 | 的声音 | 嘉宾 | 战斗 (sum: 0.09),用户提供 | ♯ | 推送 | 组织 | 一本书 (sum: 0.04)
QA held-out example,VAL_QA_000,pig,83,<|AUDIO|>,izing | ling | ting | 实物 | king (sum: 0.35),8,ia | 可靠的 | ins | 见过 | 做不到 (sum: 0.22),抽烟 | 写字 | 渠道 | 回来了 | !== (sum: 0.09),!== | 本身 | 力求 | 国会 | 市场规模 (sum: 0.08),力求 | 市场规模 | 零 | 反抗 | 本身 (sum: 0.13)
QA held-out example,VAL_QA_000,pig,83,<|AUDIO|>,izing | ling | ting | 实物 | king (sum: 0.35),16,ia | 更低 | ins | ica | 之力 (sum: 0.11),熨 | 的声音 | 呼和 | 上看 | 声响 (sum: 0.14),熨 | 零 | ting | 在哪里 | 本身 (sum: 0.06),零 | 本身 | cour | 加速 | 记 (sum: 0.07)
QA held-out example,VAL_QA_000,pig,83,<|AUDIO|>,izing | ling | ting | 实物 | king (sum: 0.35),20,ia |  | ry | 国会 | ro (sum: 0.31),嘀 | 地面 | 自由 | ting | 实物 (sum: 0.16),地面 | 嘀 | ting | 自由 | 滑 (sum: 0.17),地面 | 本身 | 滑 | ation | 盾 (sum: 0.14)
QA held-out example,VAL_QA_000,pig,83,<|AUDIO|>,izing | ling | ting | 实物 | king (sum: 0.35),24, | - | is | D |  (sum: 0.28),pig | 自由 | ting | Pig | 猪 (sum: 0.63),pig | 自由 | Pig | 挤 | ting (sum: 0.39),挤 | iness | Pig | 声音 | pig (sum: 0.17)
QA held-out example,VAL_QA_000,pig,83,<|AUDIO|>,izing | ling | ting | 实物 | king (sum: 0.35),28, | P | o | p | re (sum: 0.66),p | P | 自由 | pig | s (sum: 0.58),ping | 自由 | Pig | pig | ia (sum: 0.31),ping | iness | Pig | 自由 | 夸 (sum: 0.29)
QA held-out example,VAL_QA_000,pig,83,<|AUDIO|>,izing | ling | ting | 实物 | king (sum: 0.35),30, | 实物 | p | O | o (sum: 0.17),自由 | p | silent | iation | 实物 (sum: 0.14),自由 | iation | ping | king | ting (sum: 0.12),ping | iation | ation | ito | :// (sum: 0.13)
QA held-out example,VAL_QA_000,pig,97,<|AUDIO|>,标签 | 本身的 |  |  | farm (sum: 0.09),0,同 | 盼 | 倔 | 思索 | yü (sum: 0.13),或者是 | 呐 | 是不是 | 笑声 | 的声音 (sum: 0.23),或者是 | 也许是 | 笑声 | 的声音 | 呐 (sum: 0.13),通风 | 反转 | zg | )?. | 逊 (sum: 0.05)
QA held-out example,VAL_QA_000,pig,97,<|AUDIO|>,标签 | 本身的 |  |  | farm (sum: 0.09),8,初步 | 倔 | 同 | 啁 | 一定是 (sum: 0.13),但它 | 哄 | 呐 | 不可能 | 让它 (sum: 0.11),也许是 | 做不到 | 哄 | 稳妥 | 可靠 (sum: 0.10),也许是 | 可靠 | 摩 | 做不到 | 斯基 (sum: 0.06)
QA held-out example,VAL_QA_000,pig,97,<|AUDIO|>,标签 | 本身的 |  |  | farm (sum: 0.09),16,者 | 行 | 天下 | 初步 | 奉 (sum: 0.12), | 应对 | 相亲 | 田野 | 古城 (sum: 0.16),可靠 | 应对 | 田野 |  | 也许是 (sum: 0.07),也许是 | 可靠 | ify | 📝 | 断裂 (sum: 0.08)
QA held-out example,VAL_QA_000,pig,97,<|AUDIO|>,标签 | 本身的 |  |  | farm (sum: 0.09),20,者 | 行 | 影响 | 部分 | 初步 (sum: 0.23),不可能 | separ | 或许 | ity | 也可能 (sum: 0.12),separ | ening | separation | 或许 | ity (sum: 0.11),separ | ening | yer | separation | ify (sum: 0.07)
QA held-out example,VAL_QA_000,pig,97,<|AUDIO|>,标签 | 本身的 |  |  | farm (sum: 0.09),24,自己 | ian | or | m | led (sum: 0.19),ian | 一部分 | 固 | 必然 | ity (sum: 0.11),ian | ar | ation | 一部分 | 颗粒 (sum: 0.15),ian | ar | 颗粒 | 索取 | ation (sum: 0.17)
QA held-out example,VAL_QA_000,pig,97,<|AUDIO|>,标签 | 本身的 |  |  | farm (sum: 0.09),28,s | m | y |  | d (sum: 0.54),d | 挤 | s | 离 | Det (sum: 0.12),挤 | 离 | 割 | s | Det (sum: 0.10),离 | ian | 割 | 挤 | 分离 (sum: 0.12)
QA held-out example,VAL_QA_000,pig,97,<|AUDIO|>,标签 | 本身的 |  |  | farm (sum: 0.09),30,o | s | 讲 | Det | 本身的 (sum: 0.30),o | p | d | m | s (sum: 0.42),o | d | m | p | 离 (sum: 0.19),离 | o | rigid | d | Tags (sum: 0.08)
QA held-out example,VAL_QA_000,pig,111,<|AUDIO|>,current | statement | and | to | <|im_end|> (sum: 0.12),0,<|0.01|> | <|4.07|> | 致癌 | <|4.11|> | 也算 (sum: 0.26),或者是 | 乐观 | 可能是 | 就在 | 洗干净 (sum: 0.23),或者是 | <|0.00|> | 用户提供 | 乐观 | 遗忘 (sum: 0.13),sóc | tako | <|im_end|> | <|0.00|> | 用户提供 (sum: 0.06)
QA held-out example,VAL_QA_000,pig,111,<|AUDIO|>,current | statement | and | to | <|im_end|> (sum: 0.12),8,词 | ics | 致癌 | <|0.01|> | 小麦 (sum: 0.15),不可能 | 垒 | ics | 官员 | 洗手 (sum: 0.14),ics | 垒 | 抗体 | 无意 | 不见 (sum: 0.09),不见 | ći | 无意 | 抗体 | 忌 (sum: 0.05)
QA held-out example,VAL_QA_000,pig,111,<|AUDIO|>,current | statement | and | to | <|im_end|> (sum: 0.12),16,path | 防腐 | 糖 | . | 导弹 (sum: 0.09),抗体 | 职场 | 一笔 | 灵敏 | 其它 (sum: 0.06),抗体 | 嗅 | 之事 | ics | 孤立 (sum: 0.06),MagicMock | 嗅 | 抗体 | 吸取 | 忌 (sum: 0.05)
QA held-out example,VAL_QA_000,pig,111,<|AUDIO|>,current | statement | and | to | <|im_end|> (sum: 0.12),20, | - | ics | ian | . (sum: 0.34),ics | iable | 感情 | fright | '') (sum: 0.17),ics | als | 合适 | iable | 感情 (sum: 0.11),ics | als | 合适 | MagicMock | 不容 (sum: 0.04)
QA held-out example,VAL_QA_000,pig,111,<|AUDIO|>,current | statement | and | to | <|im_end|> (sum: 0.12),24, | - | . | / | _ (sum: 0.68),ics | 之事 | . | 使得 | 事 (sum: 0.21),ics | 之事 | 事 | 合适 | 使得 (sum: 0.09),事 | 合适 | <|im_end|> | 制 | 之事 (sum: 0.05)
QA held-out example,VAL_QA_000,pig,111,<|AUDIO|>,current | statement | and | to | <|im_end|> (sum: 0.12),28,- |  | . | / | o (sum: 0.83),Pig | 地面 | ics | pig | t (sum: 0.07),Pig | pig | 地面 | 辅助 | <|im_end|> (sum: 0.06),辅助 | Pig | <|im_end|> | pig | 差距 (sum: 0.05)
QA held-out example,VAL_QA_000,pig,111,<|AUDIO|>,current | statement | and | to | <|im_end|> (sum: 0.12),30,o | and | Earth | to | 地面 (sum: 0.09),to | o | and | a | in (sum: 0.30),<|im_end|> | pig | to | and | o (sum: 0.16),<|im_end|> | pig | 差距 | Pig | statement (sum: 0.13)
QA held-out example,VAL_QA_000,pig,125,<|AUDIO|>,um | m | o | ms | am (sum: 0.61),0,计 | 书面 | 菡 | brook | 狂 (sum: 0.16),s | . | 记录 | a | 录音 (sum: 0.22),ervices | 现实 | 什 | 事务 | 反抗 (sum: 0.06),Vuex | <|midi_pitch_75|> | IService | ervices | Mitar (sum: 0.06)
QA held-out example,VAL_QA_000,pig,125,<|AUDIO|>,um | m | o | ms | am (sum: 0.61),8,计 | 掌 | 古人 | 密 | hd (sum: 0.26),. | 负责任 | 录音 | 纪念馆 | 赠 (sum: 0.36),. | 事务 | Vuex | 负责任 | 整理 (sum: 0.12),Vuex | �� | 事务 | <|midi_pitch_75|> | <|midi_pitch_54|> (sum: 0.10)
QA held-out example,VAL_QA_000,pig,125,<|AUDIO|>,um | m | o | ms | am (sum: 0.61),16,计 | 自学 | 自然而 | 悠 | 狂 (sum: 0.11),录音 | 黄石 | 不会有 | . | 录 (sum: 0.39),录音 | Vuex | 录 | lem | 也被 (sum: 0.14),<|midi_pitch_54|> | primaryStage | 刺 | 狗 | Vuex (sum: 0.10)
QA held-out example,VAL_QA_000,pig,125,<|AUDIO|>,um | m | o | ms | am (sum: 0.61),20,o | 感叹 | 地 | 指示 | 腕 (sum: 0.08),录音 | 记录 | 矿 | 面包 | Vuex (sum: 0.41),录音 | Vuex | 安全事故 | 矿 | 记录 (sum: 0.14),Vuex | 安全事故 | 肉 | 刪除 | 积极探索 (sum: 0.06)
QA held-out example,VAL_QA_000,pig,125,<|AUDIO|>,um | m | o | ms | am (sum: 0.61),24,o | � | 有 | 万 | ry (sum: 0.30),录 | 感叹 | atic | 录音 | Sophia (sum: 0.13),感叹 | 男士 | 法则 | atic | 反腐倡廉 (sum: 0.12),男士 | 积极探索 | 法则 | 感叹 | 男 (sum: 0.17)
QA held-out example,VAL_QA_000,pig,125,<|AUDIO|>,um | m | o | ms | am (sum: 0.61),28,o | 必然 | f | 别 | 有 (sum: 0.19),肉 | w | 炮 | f | split (sum: 0.11),f | 感叹 | 仪 | 炮 | 肉 (sum: 0.09),ok | 仪 | 感叹 | am | o (sum: 0.10)
QA held-out example,VAL_QA_000,pig,125,<|AUDIO|>,um | m | o | ms | am (sum: 0.61),30,o | im | um | m | am (sum: 0.64),im | um | o | m | am (sum: 0.45),o | um | am | im | m (sum: 0.34),o | am | 制度改革 | um | 炮 (sum: 0.25)
